CINE FRANCHEVILLE,1,193,69089
CINE HENRI LANGLOIS,2,518,95252
VOX 1,3,508,83061
CINEMA DU PIN DE LA LEGUE,1,753,83061
MJC LOUISE MICHEL,1,158,94034
MEGA KINE 1,10,2474,57240
CINE MISTRAL,1,152,34108
CINE FRONTON,1,120,31202
7EME ART,1,273,2B120     
LE TAHITI,1,350,61181
THEATRE ANDRE MALRAUX,1,450,93032
IMAG'IN CINEMA L'OLYMPIA 1,4,709,81099
CIN'EVASION 1,3,505,27275
L'ARC EN CIEL,1,166,34111
CINEMA THEATRE,1,207,3118
LE CHARDON,1,185,3118
PALACE 1,6,691,5061
LE CENTRE,1,274,5061
CLUB,1,136,5061
CINE GARCHES,2,434,92033
CASINO 1,3,433,13041
PATHE GRAND CIEL 1,12,2643,83062
LE ROCHER,1,141,83062
JACQUES BREL A,1,225,95268
LE FAMILY,1,166,64233
LA COUPOLE,1,177,6065
CINEMA DE GENCAY,1,104,86103
ODEON,1,266,21292
CINEMA JEAN VIGO 1,2,290,92036
CINEMA DU CASINO,1,315,88196
ANDRE BOURVIL,1,211,88196
LE CLUB,1,220,74134
CLUB,1,101,1173
LE CLUB,1,216,45155
LE LAUSSY,1,294,38179
LE CENTRAL,1,200,91272
SALLE DES FETES,1,0,34114
CINEMA DE LA COMMUNAUTE DE COMMUNE,1,97,32147
JOUR DE FETE,1,223,27284
MANEGE 1,2,459,8190
CINE THEATRE JACQUES PREVERT,1,216,95277
POINTE CAUX,1,337,76305
GORRON CINEMA,1,272,53107
L'ATALANTE 1,2,290,46127
JEANNE D ARC,1,227,56066
ECRAN 1,2,319,76312
THEATRE SARAH BERNHARDT,1,658,95280
L'ATELIER,1,158,46128
LES RHODOS,1,199,74136
LE CHARMIEUX,1,150,74136
LE VARLIN,1,227,59271
GAUMONT 1,16,3828,76322
ESPACE ROBERT HOSSEIN,1,295,13044
SELECT 1,3,514,50218
CINEMA STUDIO 1,2,236,6069
VOG,2,425,30133
LES TEMPS MODERNES,1,195,81105
SPORTICA 1,2,369,59273
MAJESTIC 1,2,310,70279
FOYER,1,250,31232
REX 2,6,1009,38185
MELIES 1,1,133,38185
CLUB 1,5,479,38185
NEF 3,7,876,38185
VOX,1,100,38185
PATHE CHAVANT 1,10,2984,38185
SALLE DU FELIBRIGE,1,39,4094
SCIALET,1,154,38186
LE KORRIGAN,1,236,56069
STAR 2,2,137,2A130     
FLORIVAL,1,166,68112
L'ODEON,1,192,44067
SALLE ROCH,1,210,56073
QUAI 56,1,184,56075
LE BRETAGNE,1,270,35125
SENECHAL 3,5,695,23096
LE DANTON,1,180,71230
BRETAGNE,2,284,35126
SALLE MUNICIPALE,1,238,7102
LE RIOUBEL,1,185,5065
LES BALADINS GARANCE,2,438,22070
ALLIANCE,1,185,35129
VOX,1,160,2361
GERARD PHILIPE,1,182,33199
AQUITAINE,1,415,40119
MEGAREX 1,8,1504,67180
L ENTREPOT DES JALLES,1,480,33200
LE FAMILIA,1,237,59279
LE MELIES,1,198,80410
CENTRE CULTUREL JACQUES PREV,1,360,62413
HARITZ BARNE,1,193,64256
NOVELTY,1,253,1185
CENTRE CULTUREL,1,560,59291
CINEMA DE LA PLAGE 1,2,282,50231
SIRIUS 1,4,442,76351
LE STUDIO,1,86,76351
GAUMONT 1,12,2412,76351
LA TOURNELLE,1,274,94038
PALACE 1,1,229,57306
RIALTO,1,350,50236
ARC EN CIEL 1 (EX-LE FLANDRE 1),2,285,59295
VARIETES,1,324,64260
CINEVILLE 1,12,2401,62427
GRAND ECRAN,1,376,85109
THEATRE ROGER BARAT (EX-CENT,1,390,95306
LE GEN'ERIC,1,243,44073
SALLE COQUELICOT,4,1012,14327
SONHIR SALLE 1 (EX-SONHIR 3 SALLE A),3,436,2381
CINEMA HENRI JEANSON,1,199,14333
CASINO,1,262,14338
LOU HAPCHOT,1,481,33203
ARTHUS CINE,1,97,29081
LE SIGNAL,1,312,38191
PALAIS 1,2,258,38191
OLBIA 1,6,749,83069
MERIDIEN 1,2,849,65226
LE CUBE,1,179,37119
CINE ILAIS,1,216,85113
MALAMOCK,1,147,29085
REX,1,500,66088
CINE ECLAIR,1,400,76374
CINEMA ST CHARLES,1,122,49160
LE VULCAIN,1,180,56090
LE CLUB,1,308,14342
CONTI 3,5,739,95313
SALLE DES FETES,1,237,31239
OLYMPIA,2,220,32160
LA STRADA,1,92,84054
 CINEMA CLUB 2000,1,150,6073
MODERN 1 (EX-MODERN 2),2,324,63178
ELYSEE 1,3,469,36088
CINE D'ISSY,1,376,92040
COLUCHE 1,4,437,13047
SALLE GEORGES BRASSENS,1,0,91315
LUXY 1,2,507,94041
PATHE 1,14,3830,94041
ESPACE CULTUREL,1,156,73137
CENTRE CULTUREL SALLE NOTRE DAME,1,257,49162
STELLA,1,280,35136
SALLE DES ORMEAUX,1,191,85114
ESPACE G PHIL,1,310,54273
SALLE SAINT MICHEL,1,160,49163
MAJESTIC COMPIEGNE 1,9,2022,60325
FOYER RURAL,1,100,54276
SALLE DE LA CANTINE,1,50,42114
LE REGENT,1,580,59324
CASINO,1,234,54280
CLAUDE DEBUSSY,1,268,89206
SALLE PIERRE ET JACQUES PREV,1,300,94042
FAMILIA 1,2,354,17197
LE BEAUMANOIR,1,302,56091
CENTRE CULTUREL ESPACE MALRA,1,670,37122
CENTRE CULTUREL,1,346,95323
CINEMA AGNES VARDA,1,123,91326
SALLE JACQUES BREL,1,150,81115
GAUMONT 1,16,3644,31254
LE LUT S,1,236,40134
CENTRE CULTUREL,1,198,81120
FAMILIA CINE,1,315,33214
LA STRADA,1,100,84058
ESPACE 1,3,492,77243
VOX,1,66,21336
LE LALANO,1,252,65250
LE FOYER,1,400,7128
L'IMPERIAL,1,107,34126
CINE PENTHIEV,1,210,22093
CINE LAMBERSART,1,181,59328
SALLE SEVIGNE,1,137,13050
LE MELIES (EX-NOUVEAU CINEMA,1,168,41106
VILLAGE DE VACANCES,1,449,39275
LE ROHAN,2,470,29103
STUDIO 1,2,394,29105
L'ETERLOU,1,166,73142
MEGA CGR 1,11,1890,56098
ESPACE JEAN-HUGUES ANGLADE,1,189,37123
CENTRE CULTUREL  RENE RAYNAL,1,299,48080
RIO 1,2,465,33227
VOX 1,2,344,52269
RIO,1,383,65258
CASABLANCA,5,828,22113
LE SAINT DONAT,1,80,38205
LA RAMASSE,1,180,73143
CHANTELOUVE,1,166,73144
FORUM 1,5,1692,2408
MAISON DES ARTS ET LOISIRS S,1,117,2408
LE HUBLOT,1,160,5070
LOUIS JOUVET,1,155,64320
MEGA CGR 1,12,2002,34129
GERARD PHILIPE,1,87,30141
CINEVILLE 1,9,1844,53130
THEATRE DE VERDURE,1,544,83070
ESPACE DES NOUVEAUTES,1,192,81140
CASINO,1,390,9160
LE SENECHAL 1,2,174,32208
AMICAL CINE,1,114,59339
CINEMA SAINT MICHEL,1,263,44081
TEMPO CINE,1,252,31291
ETOILE,1,289,86128
ESPACE CULTUREL GEORGES BRAS,1,349,33238
CENTRE CULTUREL LEON,1,222,40150
EVEN,1,340,29124
MOLIERE,1,212,33240
CLAP CINE 1,3,451,11202
FOYER,1,0,6075
PALACE,1,199,11203
GRAND ECRAN 1,10,1373,33243
GAUMONT CARRE SENART 1,16,3566,77251
PATHE 1,15,3391,62510
SALLE ST MICHEL,1,300,35152
THEATRE DU GARDE CHASSE,1,308,93045
UGC 6,14,2725,59350
METROPOLE 1,4,466,59350
MAJESTIC 1 (EX ARCADES 1),6,660,59350
CENTRE CULTUREL JULIOBONA,1,377,76384
ATELIER BARBARA (EX-ANATOLE,1,165,94044
LIDO 2,3,686,87085
HORIZON GRANDS ECRANS 1,14,2252,87085
GRAND ECRAN ESTER 1,10,2015,87085
ELYSEE,1,350,11206
TRIANON,1,111,14365
ROYAL 1,3,536,14366
MAJESTIC,2,536,14366
CINELIT,1,192,40157
CINE MUNICIPAL YVES MONTAND,1,264,93046
VIGNY,2,503,37132
LE CLUB,1,228,56117
LES CINEMAS LUTEVA 1,2,304,34142
KINEPOLIS 1,23,7408,59350
LE FORUM,1,94,83071
UTOPOLIS LONGWY 1,7,1330,54323
LE REGENT,1,267,39300
PALACE 1,3,445,39300
4 C 1,2,256,39300
LE CINEMA,1,120,83072
CINEVILLE 1,11,2160,56121
ESPACES,1,124,26166
ESPACE CULTUREL BOIS FLEURI,1,226,33249
CINE LOROUX,1,198,44084
ESPACE ROYAL,2,410,22136
ESPACE ANIMATION,1,150,65282
L ARIXO,1,107,65282
CINEMA CORNAY,1,151,86137
EDEN 1,3,469,71263
LE PALAIS,1,487,65286
CINEMA BERNADETTE,1,281,65286
LE PAX,1,288,65286
LE MAJESTIC,1,249,65286
LE GRAND FORUM 1,5,960,27375
LE CINEMA,1,140,83073
ESPACE 1,5,766,85128
DRAKKAR,1,340,14384
ESPACE RONSARD,1,444,72176
UGC CINE CITE 1,14,2996,54328
ATHENEE,3,598,34145
IMPERIAL 1,3,406,54329
ESPACE MELIES,2,352,70310
MOLIERE 1 (EX RITZ),2,490,70311
MAISON DE LA  VALLEE,1,137,65295
VOX,1,178,58149
PATHE 9,10,2104,69123
COMOEDIA 01,6,1062,69123
LE CINEMA,1,46,69123
PATHE CORDELIERS 7,7,1043,69123
CINEDUCHERE,1,91,69123
CNP BELLECOUR SALLE A,3,197,69123
ASTORIA 1,5,894,69123
STUDIO LA FOURMI 1,3,169,69123
UGC PART DIEU 14,14,2387,69123
CINEMA BELLECOMBE,1,290,69123
CNP TERREAUX SALLE A,4,332,69123
CINEMA OPERA,1,97,69123
UGC CINE CITE 1,14,2830,69123
SAINT DENIS,1,237,69123
PATHE VAISE 1,14,2801,69123
SAINT HONORE,2,297,44087
MARIVAUX 1,3,733,71270
LES CORDELIERS 1,3,342,71270
GRAND THEATRE,1,764,71270
CINE PLAGNE 1,2,291,73150
SALLE SAINT MICHEL,1,342,25356
L'ATALANTE,1,163,78358
MARCEL PAGNOL,1,198,92046
ARMORIC CINEMA,1,234,56124
REX 1,2,271,72180
SALLE LEONARD DE VINCI,1,259,6079
LIDO 1,4,604,4112
CINE POCHE 1,2,163,72181
CGR COLISEE 1,7,1126,72181
LE ROYAL,1,94,72181
CINEASTES 1,4,383,72181
MEGA CGR 1,9,2081,78361
CHAPLIN,1,300,78361
CINE JIM 32,1,88,32233
VOX,1,166,71275
ATMOSPHERE,1,231,91363
COLISEE LUMIER,1,226,59378
L'ESTRAN,1,206,17219
THE ALAMO,2,240,13054
(MARLY-MAGES) EX-MARLY SCOPE,1,146,57447
ENRICO,2,336,78372
PLAZA 1,4,513,47157
ESPACE CULTUREL BEAUMARCHAIS,1,245,76410
PRADO 1,11,1590,13055
BONNEVEINE 1,5,806,13055
MADELEINE 1,8,1358,13055
CESAR 1,3,485,13055
CHAMBORD 1,4,520,13055
VARIETES 1,5,696,13055
LES TROIS PALMES 1,11,2436,13055
ALHAMBRA,1,256,13055
LE SILVERADO,1,150,16211
JEAN RENOIR,1,166,13056
TRIANON,1,177,48092
SALLE MARIE VERMILLARD,1,153,32242
CINEMASSY 1,3,498,91377
LE FORUM,1,154,17224
CINE CASTEL,1,269,79079
LES 2 SCENES,1,102,78380
MAULE BAITHA 1,2,416,64371
L'AURORE,1,173,35168
LE PRE BOURGES,1,256,15120
SALLE DES FETES,1,260,66107
FOYER RURAL,1,92,32249
VOX 1,2,387,53147
CINEMA APOLLO 1,2,580,81163
CINEMAZ,1,182,9185
MAJESTIC 1,7,1304,77284
LE ROCHEBRUNE 1,2,414,74173
PANORAMIC,1,315,74173
SALLE COMMUNALE,1,100,1241
LE MELIES 1,2,434,79174
VARIETES 1,3,566,77288
TRIANON 1,3,402,48095
ESPACE CULTUREL J J ROBERT,1,306,91386
EDEN 1,3,400,6083
STUDIO,1,142,22147
MERIGNAC CINE 1,4,1041,33281
GERARD PHILIPE,1,214,80533
DOMINO 1,2,295,60395
ESPACE CULTUREL ROBERT HOSSE,1,305,59400
LA PASSERELLE (EX-SALLE MUNICIPALE),1,220,17230
CAMPING LE VIEUX PORT,1,0,40181
CINEMA LE MONT D OR 2,2,212,25380
CAMEO ARIEL 1,4,664,57463
PALACE 1,7,1496,57463
CENTRE D'ART ET DE CULTURE,1,458,92048
LA FABRIQUE,1,143,45203
CINEMA L'HORLOGE,1,161,1244
SOUBISE,1,244,19136
CINEMA LE RABELAIS,1,287,74182
CINE-MEYZIEU 1,3,408,69282
LE TAURUS,1,144,34157
MEGA CGR 1,12,2580,35177
SALLE DES FETES,1,200,1247
LES CINEMAS DE MILLAU 1,4,581,12145
PLEIN AIR A CUREPLATS,1,250,12145
LE PARNASSE,1,750,40184
COMOEDIA,1,178,13063
CINE ASTARAC,1,250,32256
RIO,1,328,88304
ESPACE CULTUREL ANDRE MALRAU,1,106,9194
SALLE DES FETES,1,300,1249
CONCORDE,1,210,77294
LE GRAND AIR,1,200,73157
LE KERFANY,1,172,29150
SALLE FRANCOIS TRUFFAUT,1,330,39333
CONCORDE 1,6,737,82112
LA ROTONDE,1,380,77296
STELLA,1,295,79179
UGC CINE CITE 1,12,2452,14437
FOYER RURAL,1,159,64393
LOUIS LUMIERE,2,138,5079
LA CAPITELLE 1,2,348,43137
FOYER RURAL,1,300,37153
LE LASCAUX,1,179,24294
EDEN,1,189,33289
LE LIBERTY 2,2,312,47179
CINEMA 11X20+14,1,45,77298
LE MONTAGNARD,1,205,44101
LOUIS ET AUGUSTE LUMIERE,2,280,85146
ALTICINE 1,9,1499,45208
PATHE 1,14,3450,60414
PARIS 1,3,461,82121
CINE MONTAL,1,150,35184
MAISON POUR TOUS,1,279,83081
LE PHENIX (EX: COLISEE),1,165,21425
LE GENERIQUE,1,196,37154
COLISEE CONCORDE 1,4,1053,25388
REX A,3,431,42147
LE PLESSIS 1,3,804,71306
ROYAL CINEMA 1,6,844,40192
HOLLYWOOD AVENUE,1,178,80561
OLYMPIC,1,233,63236
PALACE 1,5,761,26198
SALLE DES TEMPLIERS,1,118,26198
NEF 7,7,627,26198
SALLE DES LOISIRS,1,325,78420
LA CANE,1,255,35188
CINEMA JEAN GABIN,1,188,5085
LE CYRANO,1,329,91421
LE CINE,1,133,17241
VOX,1,189,24291
JACQUES BREL,1,274,78423
CENTRE PICASSO,1,378,95424
MONTJEAN CINEMA,1,155,49212
PALACE 1,5,665,3185
CINEMA LUX,1,96,55351
CHARLIE CHAPLIN,1,158,73171
LE DON CAMILLO 1 (EX-MONTMIR,2,304,51380
BARBEZIEUX JEHAN VENTHENOT,1,199,16028
LE MONTMORELIEN,1,92,16230
MAJESTIC,1,192,86165
 SALLE D'ANIMATION RURALE,1,0,26208
DIAGONAL CAPITOLE 1,6,1046,34172
UTOPIA DIAGONAL CAMPUS 1,2,210,34172
ROYAL 1,5,1123,34172
GAUMONT COMEDIE 1,8,1113,34172
GAUMONT MULTIPLEXE 1,17,3919,34172
CINEMA NESTOR BURMA,1,112,34172
SALLE POLYVALENTE,1,0,7189
CINE SELECT,1,202,81182
VARIETES,1,200,31390
MELIES 1,3,511,93048
THEATRE DE MONTREUIL-SUR-MER,1,204,62588
LE REGENT,1,195,41151
FORUM,1,315,73173
CINE MONTROUGE,1,162,92049
ARIEL,1,278,76451
MAJESTIC,1,290,53161
RUITOR 1,2,291,73176
CINELOISIRS,1,441,40197
LE DAUPHIN,1,204,38261
SALLE DES FETES,1,0,80570
CASINO 1,2,327,39368
RIALTO 1,3,697,29151
LA SALAMANDRE,1,146,29151
CINEMA JEAN CARMET,1,298,69141
ETOILE,1,153,61293
LE PARIS,1,120,25411
ATALANTE,1,340,25411
LE COLIBRI,1,295,74191
REX,1,300,74191
PORTE SOLEIL1,2,545,74191
PLEIN AIR LE CHATEAU,1,200,6084
STRADA 1,3,516,6084
LES CINEMAS DE MOULINS 1,9,1118,3190
LE GABIZOS,1,191,64410
REX 1,2,263,73181
SALLE DES FETES,1,200,8311
ENTRACTE,1,192,40201
STUDIO BEL AIR,1,126,68224
KINEPOLIS 1,14,4533,68224
LE PALACE 1,8,854,68224
SIMONE SIGNORET,1,252,72213
L'ESPACE CULTUREL SAINT GREG,1,247,68226
ARVERNE,1,100,15138
FREDERIC DARD - CLUB A,2,360,78440
LE THEATRE 1,2,505,38269
JEAN MERMOZ,2,215,31395
SALLE NOTRE DAME,1,141,24299
ROHAN,1,226,67313
SALLE JEANNE D'ARC,1,186,56143
U G C SAINT JEAN 5,6,1304,54395
CAMEO SAINT SEBASTIEN 2 (EX-UGC SAINT SEBASTIEN 2),4,1062,54395
CAMEO 1,4,450,54395
FORUM,1,163,54395
KINEPOLIS NANCY 1,10,2644,54395
LA BERGERIE,1,132,77327
LES LUMIERES SALLE 1,4,660,92050
GAUMONT 1,12,1962,44109
KATORZA 2,6,932,44109
CONCORDE 1,4,287,44109
BONNE GARDE,1,341,44109
LE CINEMATOGRAPHE,1,162,44109
CLUB,1,298,1269
MEGA CGR 1,9,1258,11262
LE CINEMA SCENE NATIONALE DE NARBONNE,1,260,11262
MELIES 1,3,641,77333
LE MARGOT,1,236,47195
LE VIKING,1,378,27428
SCALA,1,190,88321
CINEMA 2001,2,332,62604
NORMANDY,1,227,76462
LA FAUVETTE,1,146,93049
LE VILLAGE 1,2,500,92051
CINEMOBILE SUD,1,100,41159
LE PARADISIO,1,144,19148
LE MAJESTIC,1,134,86177
REX 1,2,276,69143
CINE MAZARIN 1,10,1816,58194
RIALTO 4,5,704,6088
VARIETES 1,7,1133,6088
PATHE MASSENA 1,7,1366,6088
JEAN VIGO,1,149,6088
THEATRE LINO VENTURA,1,652,6088
MERCURY 3,3,174,6088
PATHE LINGOSTIERE 1,13,2816,6088
PATHE PARIS 1,5,979,6088
FORUM 1,4,464,30189
SEMAPHORE 1,5,389,30189
FORUM KINEPOLIS 1,12,2928,30189
STUDIO 2,2,893,79191
MEGA CGR 1,12,2052,79191
CINE MARILYN,1,226,62617
NOGARO CINE,1,296,32296
REX 1,3,481,28280
ROYAL PALACE01,6,1077,94052
LUMIERE SALLE MICHEL PICCOLI,2,228,10268
LE FOYER,1,181,42159
MIMOSA 1,2,543,85163
LA FERME DU BUISSON SALLE 1,2,358,77337
UGC CINE CITE 10,10,1797,93051
LE BIJOU 1,3,416,93051
CINEMA LOUIS DELLUC,1,169,24311
CINEMA PARADISIO EX SAINT MI,1,230,44110
COLOMBIER 1,3,725,76476
YOLES,1,400,85164
COMPLEXE CULTUREL OESIA,1,500,37172
CINE SOLOGNE,1,200,41161
L EDEN,1,161,13066
SALLE COMMUNALE,1,200,49228
PARADISIO 1 (EX-PALACE A),3,465,60471
LE NOZEK,1,210,44113
CINE NUITON,1,252,21464
ARLEQUIN,2,284,26220
SALLE ADALRIC,1,173,67348
ESPACE ARAGON,1,198,76484
SALLE DU TISSAGE,1,100,7167
LUXOR 1,3,429,64422
SALLE LES CHAVANNES,1,150,74205
FORUM 1,3,283,84087
LE CERCLE,1,186,68249
POOM 1,2,258,5096
PATHE PLACE D'ARC 1,6,1379,45234
LES CARMES 1,3,521,45234
PATHE ORLEANS 1,9,1922,45234
SALLE ARAGON,1,388,94054
CENTRE CULTUREL,1,373,94055
ELDORADO,1,155,25434
L'UBAC,1,255,5098
CINEDORI,1,186,60482
SALLE JACQUES TATI (BOUVECHE,2,279,91471
STUDIO CINEMA DE L'AMICALE,1,138,64430
LE PUIGMAL,1,255,66130
MICHEL CABIEU,1,352,14488
THEATRE DE LA RENAISSANCE,1,437,69149
JEAN RENOIR,2,228,1283
ATMOSPHERE 1,3,479,1283
PIERRE BRASSEUR,1,171,77350
CINE BREIZ,1,196,22162
REX,1,252,56152
CINEPAL 1,4,545,91477
LE NAUTILUS,1,212,34192
REX,2,275,9225
BEAUSEJOUR,1,148,42165
CINE 104 SALLE 1,3,457,93055
SALLE DES FETES,1,314,91479
EMPIRE 1,2,330,71342
FOYER 1,2,356,79202
LE MELIES 1,2,412,64445
CGR SAINT LOUIS 1,7,1148,64445
MEGA CGR 1,12,2570,64445
EDEN,1,283,33314
SALLE DES FETES,1,0,34194
ESPACE DES ARTS,1,329,93057
REX 1,3,360,38298
CINEPILAT,1,164,42168
ECKMUHL,1,235,29158
SALLE CTRE CULTUREL COMMUNAL,1,126,13070
PATHE 1,16,3612,13071
LE DAHUT,1,251,6094
CAP CINEMA 1,10,1864,24322
PICARDY 1,2,384,80620
CASTILLET 1,7,626,66136
CINEMOVIDA MEGA CASTILLET 1,14,2609,66136
CENTRE DES BORDS DE MARNE,1,198,94058
ETOILE DES NEIGES (EX SALLE POLYVALENTE),1,146,73198
LES BALADINS,2,437,22168
J.EUSTACHE. CHAPLIN 1,5,803,33318
LE CLUB,1,200,87117
MOLIERE,1,242,34199
LE CLUB,1,160,57540
MEGARAMA PIAN MEDOC 1,6,1084,33322
MAISON DU  PEUPLE,1,88,69152
FOYER JEUNESSE ET CULTURE,1,100,83091
LE CINEMA 1,2,291,26235
LE COTENTIN,1,156,50403
PITHI CINE (EX-LE MAIL),1,220,45252
L EUROPE,1,181,32319
ECRAN 7-1,1,270,31424
SELECT,1,100,70414
SALLE DES FETES,1,350,15153
 L'HERMINE,1,192,35223
CASINO DU VAL ANDRE,1,600,22186
SALLE GERARD PHILIPE,1,190,92060
ESPACE PAUL VALERY,1,340,94059
DOURON,1,214,22194
CINE ARMOR,1,196,35228
CINELAC 1,5,794,56165
ESPACE BERLIOZ,1,400,88351
CINEMA LE DAUPHIN,1,358,29185
IMAGES,2,237,29189
LE DAUPHIN,1,169,29190
LE CITHEA,1,177,22219
C2L1,5,983,78498
TAP CASTILLE 1,3,459,86194
CGR CASTILLE 6,8,1178,86194
LE DIETRICH,1,141,86194
TRIANON,1,220,80630
CINE COMTE,1,212,39434
CHATEAU DE PLUVY,1,100,69155
SALLE SAINT MARTIN,1,331,49244
LE VAUBAN 1,2,234,17283
SALLE MJC,1,50,21496
CONCORDE 1,2,283,54431
OLYMPIA 1,4,501,25462
ROYAL 1,3,589,27467
APOLLO 1,2,295,77373
JEAN RENOIR,1,288,38314
LA BOBINE,1,129,44129
LE DIAMANT,1,169,38315
VARIETES 1,5,749,38316
LE FOYER,1,100,25463
VOX CINE,1,222,66145
REX 1,4,722,56178
CINEMA LE CONCORDE,1,169,14514
ROYAL UTOPIA,1,272,95500
GRAND ECRAN,1,220,40230
PALACE 1,2,322,60509
ARIANE ASCARIDE,2,188,30202
THEATRE LE STRAPONTIN,1,199,56179
THEATRE DES DAMES,1,92,49246
SALLE RENE TARROT,1,100,72243
CAMPING MUNICIPAL,1,150,33333
CINEMA SAINT GILLES,1,313,44131
ST JOSEPH,1,185,44131
LE MELIES,1,155,13077
LE TRAIN CINEMA,1,117,26252
SALLE GERARD PHILIPPE,1,239,13078
LE VAUBAN,1,233,66148
SALLE DE CINEMA,1,0,40233
SALLE DES FETES,1,300,58215
CINEMA PAX,1,230,44135
L'ECHIQUIER,1,154,85182
LIDO,1,189,66149
L ESPACE DES ARTS,1,199,83098
LE PARC,1,150,73206
LE NOUVEAU PALACE,1,157,66150
CINEMA LOUIS MALLE,1,250,46225
ATLANTIQUE,1,268,44136
VIVARAIS 2,3,346,7186
THEATRE DE PROPRIANO,1,400,2A249     
LE REXY 1,4,570,77379
EXCELSIOR,1,225,2B251     
SALLE POLYVALENTE,1,100,83100
UGC CINE CITE LA DEFENSE 1,16,3642,92062
LE CENTRAL 1,2,480,92062
CINE DYKE 1,6,1151,43157
JEAN MARAIS,1,195,5110
PAX,1,208,80649
IRIS,2,334,56184
CINE CAP VERT 1,12,2393,21515
CINE,2,262,56186
LE FAMILIA,1,210,11304
ARCADES 1,6,791,29232
LE QUAI DU DUPLEIX (EX CHAPEAU ROUGE),2,220,29232
LA BOBINE,1,278,29233
LE ROCHONEN,1,200,22262
LA HALLE,1,99,81220
VOX ODEON,2,352,78517
THEATRE LE NICKEL (EX-CAC NI,1,234,78517
L'AUTAN,1,214,31446
THEATRE MUNICIPAL,1,403,88372
MANIVEL,5,737,35236
SALLE POLYVALENTE,1,0,83102
LA CASTINE,1,411,67388
MAISON POUR TOUS,1,200,74220
GAUMONT 1,7,1541,51454
OPERA 1,5,552,51454
LE FRANCE 1,2,374,88383
VOX,1,218,53188
CENTRE CULTUREL LE RALLYE,1,293,35238
ARVOR SALLE PAULETTE DUBOST,2,373,35238
SALLE LOUIS JOUVET T.N.B.,2,217,35238
CINEVILLE COLOMBIER 3,6,1239,35238
GAUMONT 1,13,2800,35238
REX,1,249,33352
LA MAISON POUR TOUS,1,88,12197
THEATRE LOUIS JOUVET,1,192,8362
LE RESTERIA,1,210,35239
REX,1,100,43162
CINE GET,1,193,31451
RICHELIEU 1,2,285,50433
CINEMA ST PAUL,1,425,44143
REX,1,190,68269
MAX LINDER,1,314,24352
MAJESTIC,1,246,37196
SALLE DE CINEMA ET DE SPECTACLES VIVANTS,1,239,12198
CINE RILLIEUX,1,120,69286
LUX,1,195,63300
CINEMA Z,1,99,40243
ALPHA,1,183,15162
CINOCHE 1 - JEANNE MOREAU 1,3,707,91521
CINOCHE 4 - JEAN-LOUIS BARRA,1,291,91521
CINEMA DE LA FORET BLANCHE 1,2,308,5119
CINE CHAPLIN,2,384,42186
MEGA CGR 1,12,2143,66164
CINE-RELAIS LA PASSERELLE (E,1,224,68278
ESPACE RENOIR 1,2,429,42187
GRAND PALAIS 9 (EX1),9,1919,42187
LE PARC,1,258,74224
COURONNE,1,208,56195
LE CLUB,1,167,24354
APOLLO 1,5,722,17299
LA HALLE AUX GRAINS,1,130,16281
CGR OLYMPIA 1,3,777,17300
LA COURSIVE SALLE BLEUE,2,1280,17300
CGR DRAGON 1,6,1024,17300
MEGA CGR 1,12,2421,17300
LE KERLOUET,1,233,86207
SALLE DU CHATEAU,1,50,16282
CLUB 2,3,564,12202
ROYAL 1,4,679,12202
LA GRANGE,1,192,77390
LE TRIANON,1,436,93063
CINE PLANETE 1 (EX DAUPHIN),5,613,26281
CINE LUMIERE 1,3,462,26281
KORRIGAN,1,209,35245
MARCEL CARNE,3,698,10323
CVL PALACE 1,3,488,41194
GERARD PHILIPPE,1,137,59508
PLEIN AIR DES BAUX,1,172,83107
LE MOULIN DE ROQUES,1,230,31458
SAINTE BARBE,1,200,29239
LE FOYER,1,292,7199
UGC CINE CITE ROSNY 1,15,3324,93064
ESPACE GEORGES SIMENON,1,229,93064
CINE BREIZ,1,227,22266
LE DUPLEXE 1,9,1590,59512
LE MELVILLE,4,724,76540
OMNIA REPUBLIQUE 1,7,1345,76540
UGC CINE CITE 1,14,2535,76540
PATHE DOCKS 76  1,14,2997,76540
SALLE POLYVALENTE,1,112,4172
QUINSONNET 1,2,291,39470
LIDO 1,2,551,17306
ABC 1,2,388,17306
ARIEL 1,3,689,92063
CENTRE CULTUREL EDMOND ROSTA,1,150,92063
ARIEL HAUTS DE RUEIL 1,3,688,92063
FAMILLY,2,271,16292
LE CONCORDE,1,268,74225
LE FOYER,1,179,7201
LE GRAND PALACE 1,5,798,85194
PALACE CARNOT,1,500,72264
CENTRE CULTUREL JOEL LE THEU,1,655,72264
L'ESTRADE,1,103,40246
CULTURE ET LOISIRS,1,94,66167
LE STRAPONTIN,1,200,69171
SALLE DES FETES,1,110,76551
GALLIA THEATRE,2,520,17415
ATLANTIC CINE 1,7,1012,17415
TOMETTE,1,172,83121
LE SALEYS,1,142,64499
L ABREUVOIR,1,149,21579
CINE MONT BLANC 1,8,1350,74256
CONCORDE 1,2,430,5161
LE 7ÈME ART,1,162,33498
CLUB 1,2,472,13103
ARCADES 3,6,838,13103
FOYER RURAL,1,190,32410
CRIOU,1,304,74258
A B C,1,234,83123
CYRANO,1,307,95582
AGORA CINE,1,426,59553
PATHE SARAN 1,9,1975,45302
CINEMA SOLENZARA,1,200,2A269     
REX 1,4,839,24520
LORRAIN 1,3,479,57630
