FORUM 1,8,1394,57631
FRANCOIS TRUFFAUT,1,160,2A272     
ABC SALLE A,3,619,78586
LE RICHEMONT,1,318,56240
ETOILE CINEMA,1,151,21584
PALACE 1,6,943,49328
CENTRE MULTIMEDIA,1,189,9282
LE CUBIC 1,2,412,67437
ESPACE PREVERT,1,390,77445
TRIANON,1,270,92071
TURENNE 2,3,450,8409
REX,1,212,61464
YVES ROBERT,3,375,49331
SELECT 1,3,594,67462
LE STUDIO,1,123,41242
ETOILE CINEMA,1,124,21603
JEANNE D ARC,1,227,60612
L'AMBIANCE,1,306,28373
REX 1,2,317,89387
VOX 1,2,384,89387
GRAND ECRAN,1,158,57647
SALLE NOTRE DAME,1,270,70489
LE COMOEDIA 1,3,603,34301
39 MARCHES 1,4,483,93071
S E L (SEVRES ESPACE LOISIRS,1,380,92072
SALLE GUILLAUME APOLLINAIRE,1,200,83126
AUDITORIUM,1,277,74268
LE CONDATE,1,128,74269
SEZ'ART - J.J.ANNAUD,2,319,51535
LES CORBIERES,1,218,11379
PETITE SALLE DES FETES,1,0,38490
SALLE DES FETES,1,0,74272
REX 1,2,225,4209
CINEMA DAUDET,1,159,83129
CLOVIS 1,6,1249,2722
BEL ARIA,1,200,2B283     
CINEMA LE RIO,1,178,83130
SALLE COMMUNALE,1,150,83131
REX,1,192,59572
LE VENISE,2,176,30321
REX,1,390,40304
LE PARIS 1,2,344,46309
OCEANIC,1,287,33514
ATLANTIC,1,294,40310
EDEN,1,190,23176
SALLE PAUL ELUARD,1,699,93072
ODYSSEE 1,2,304,67482
VOX 1(EX-PATHE VOX 1),6,964,67482
LE STAR 1,5,529,67482
STAR SAINT-EXUPERY 1 (EX-ETOILE PLUS),5,691,67482
UGC CINE CITE 9,22,5412,67482
ESPACE JEAN-MARIE POIRIER (EX-CENTRE CULTUREL),1,205,94071
LE SULLY,1,204,45315
LE CAPITOLE 1,4,644,92073
LE PALACE,1,210,17434
LE MODERNE,2,243,12208
PETIT CASINO1,2,232,41198
LE MODERNE 1,2,226,18197
SALLE DES FETES,1,100,63314
MAGIC CINE,1,236,33366
SALLE POLYVALENTE,1,100,38359
LE QUERLYS,1,108,82155
LE CRATERE,1,439,78537
LA FABRIQUE,1,341,24372
SAINT JOSEPH,1,300,49265
MAUCLERC,2,293,35253
JOACASINO,1,179,14562
STUDIO,1,186,24376
FRANCOIS TRUFFAUT,1,205,57606
SALLE DE SPECTACLES,1,372,49267
MEGARAMA LE TREMPLIN,1,258,73227
SLE ST LOUIS,1,212,5132
CIN'ETOILE,1,145,42204
CINEJADE 1,3,465,44154
CLUB 1,6,1150,22278
ZOOM 2,1,131,72269
EDEN,1,340,22282
M J C,1,284,46251
SERRE AIGLE 1,2,170,5133
CINE LUMIERE 1,2,330,42207
LE TRIANON,1,225,33389
MAISON DU PEUPLE 2,3,417,39478
LES TROIS PIERROTS SALLE 1,2,466,92064
LES YEUX D'ELSA,1,168,78545
L ESCALE,1,292,37214
CINEMA CASINO,1,110,83112
ECRAN 1,2,398,93066
GAUMONT 1,9,1513,93066
EMPIRE 1,4,900,88413
EXCELSIOR ESPACE SADOUL,1,96,88413
CINE-QUAI 1,7,1122,52448
ESPACE DES COLLINES,1,232,26301
LA VENCE SCENE,1,211,38382
LE ROYAL 1,7,1126,42218
GAUMONT 1,10,1987,42218
L'ATALANTE,2,477,42218
LE MELIES 1,4,630,42218
MONTLUC CINE,1,241,44158
LE RIOUNET,1,250,6120
ESPACE CULTUREL LES 26 COULEURS,1,222,77407
RIO,1,286,18207
FOYER MUNICIPAL,1,152,89068
CINE GLONNE,1,192,49276
DELTA 1,2,251,15187
CINEMA LA BRECHE,1,427,33402
MAISON JEANNE MOURGUET,1,124,69202
FANNY,1,206,73235
LE COLISEE,1,205,42222
LE REGENT 4,5,766,31483
ESPACE JULES VERNE,1,221,42224
LE PERRAY 2,4,728,91549
LINO VENTURA,1,127,31484
EVEIL CINEMA,1,204,12224
JEANNE D'ARC,1,282,17331
ESPACE CULTUREL,1,301,69204
L'ATMOSPHERE SALLE A. PREJEA,1,147,73236
LE RELAIS,1,192,17333
JULIEN MAUNOIR,1,157,35271
FOYER RURAL,1,100,48155
C 2 L 1,5,742,78551
CINEMARINE 1,4,763,85222
MAX LINDER,1,298,9261
ERMITAGE,1,281,2680
LES TOILES OLYMPIC,3,487,95555
LUTETIA,1,288,44162
UGC CINE CITE ATLANTIS 12,12,2462,44162
LE TIGRE,1,280,85223
REX,1,395,50484
LA VENISE VERTE,1,251,79257
SELECT CINE,1,179,58246
EDEN (SALLE DE L'AUMONERIE),1,174,17347
LES AIGUILLES,1,218,73242
LE SAINT JEAN,1,285,38399
LE SELECT 1,4,684,64483
STAR,1,265,73248
CINE MONTS,1,361,85234
LE VAUBAN,1,300,64485
SUPERDEVOLUY CINEMA,1,200,5139
CINE LAUDON,1,92,74242
LE SELECT,1,290,40266
CINEMA ROUGE ET NOIR,1,123,74243
KINEPOLIS 13,14,4058,57616
SALLE DES FETES,1,0,42246
CINE BOURSE 1,2,328,87154
JEANNE MOREAU,1,200,60581
FAMILY,4,794,42279
LE LARY 1,2,336,65388
LES TRAVAILLEURS SYNDIQUES,1,176,66179
LE SAINT LAURENT,1,326,65389
LE CARTUS,1,187,38412
REX,1,192,87161
ART CINE,1,50,47252
L'UTOPIE,1,119,47252
CINEMOVIKING1,9,1344,50502
LA COUPOLE,3,491,68297
SALLE FRANCOIS MITTERRAND (EX SALLE DES FETES),1,192,70467
FAMILIA,1,203,35287
ESPACE BORIS VIAN,1,202,49301
LE VAUBAN 3,5,872,35288
MALOUINE,1,150,44176
CINEMA MARC BARON,1,150,83153
LES MELIES 1,2,330,38416
SALLE J D ARC,1,220,44180
GAZTEN ETXEA,1,88,64490
LAC BLANC,1,180,73257
LES BRUYERES 1,2,344,73257
LES FLOCONS,1,290,73257
SALLE DE REUNION COMMUNALE,1,25,38419
LE GALET 2,1,134,13097
MON CINE,1,166,38421
CINEMA PARADISO 1,2,299,69227
SALLE JEAN GABIN,1,0,6127
LE LIDO,1,425,94068
LES 4 DELTA 4,4,1001,94068
SALLE PATRICE LECONTE,1,140,37226
ROYAL 1,2,274,54482
CINEMAS MARCEL PAGNOL SALLE 1,3,450,83115
SALLE DE CINEMA DU POLE CULTUREL,1,140,83116
CINE JALLES 1,3,1054,33449
CELTIC 1,2,307,35297
LE KAPITTEL,1,101,51507
ESPACE CULTUREL LE SAVOIE,1,187,73261
SLE ST MICHEL,1,190,44182
SALLE A,3,442,91570
SALLE DES FETES,1,0,82168
JACQUES TATI,1,151,44184
CINEVILLE 1,9,1986,44184
CINE PRESQU'ILE,6,1029,44069
MORIANINCU,1,260,2B313     
OCINE 1 (EX LE NOUVEAU REX 1,8,1481,62765
VOX,1,176,80711
UTOPIA 1,5,513,95572
CINEMA FLOREAL,2,683,93070
SAINT LOUIS,1,204,64493
LE SURF,1,195,17380
CINEMA LE MIDIC,1,99,13099
FOYER RURAL,1,172,66187
SALLE DES FETES,1,0,7280
7 EME ART,1,193,26324
CINE PHIL',1,228,44188
LE FLORE,1,300,73270
CENTRE CULTUREL COMMUNAL,1,365,37233
AIGLON,1,155,53246
ELDORADO 1,3,630,17385
REXY,1,144,14654
MAJESTIC,1,331,29259
LE REGENCY,1,140,62767
CINE STAR,1,100,34284
LE SCENARIO  1,2,395,69290
ARLETTY  EX  LE THEATRE,1,167,22325
CINE QUAI 1,11,1927,2691
CINE PALACE,1,190,13100
LE BRETAGNE,1,300,29260
MEGA CGR 1,12,2144,72320
FLORIDA,1,188,17397
MEDIA 7,1,200,40282
CIN ETOILES,1,208,43224
FOYER RURAL,1,200,18235
CENTRE SOCIO-CULTUREL,1,131,77437
SEJEFY'S,1,167,81271
FOYER 1,2,376,69238
CASINO,1,300,17411
LA RENAISSANCE,1,220,83119
LE CINEMATOGRAPHE,1,295,4197
CASINO MUNICIPAL,1,189,76655
CINE  GALAURE 1,2,354,26333
GRAND ECRAN,1,286,40284
AREVI 1,2,264,87187
NOUVEL ESPACE CULTUREL,1,150,42305
CENTRE CULTUREL COMMUNAL LE,1,277,42305
GAUMONT 1,11,2293,33522
MANOIR,1,328,85288
SAVOY,1,260,69243
CINEMA JACQUES PERRIN 1,2,357,69243
CENTRE MULTIMEDIA,1,200,9306
REX 1,2,336,13108
MEGA CGR 1,11,2049,65440
MEGA CGR 1,12,2567,40312
LE LEM,1,245,69244
STUDIO 207 1,2,328,95607
REGAIN 1,2,220,7319
MODERN CINE,2,296,59586
CINE TENCE,1,172,43244
LE BEGO,1,235,6163
CASINO 1,2,498,2738
CINE ROC,1,228,24547
GRAND ECRAN 1,8,1295,33529
RELAIS CULTUREL REGIONAL,2,536,68334
ST LOUIS,1,221,61484
PATHE BELLE EPINE 4,16,3679,94073
MONACO 1,3,457,63430
GAUMONT 1,12,2223,51569
VARIETES 1,2,332,88468
SCALA 1,2,234,57672
KINEPOLIS 1,10,2844,57672
LE CLAIR,1,173,24551
AGORA 1,2,333,69248
LE ROC,1,193,74279
EDELWEISS,1,189,74280
LE FRANCE 1,3,412,74281
CINE LEMAN 1,8,1392,74281
LE PARNAL (EX LA TRACE),1,135,74282
FAMILIA,1,235,79329
FOYER,1,270,59592
LE NORMANDY,1,213,14689
CINEMA 1,2,282,73296
LE NORMANDY,1,280,61486
CINE PASSION,1,200,24553
CINEMA REX,1,173,17448
REX 1,2,320,47310
CINEMA THEATRE,1,141,89418
MEGA CGR 1,16,2974,77468
LUX,1,101,89419
CITEA (EX-CINE CLAIR),1,246,54528
LE ROYAL 1,3,386,83137
ESPACE COMOEDIA,1,221,83137
SALLE DES FETES,1,100,66213
UGC 1 (EX UGC VARIETES 1),9,1554,31555
A B C SALLE A,3,396,31555
UTOPIA 1,3,436,31555
LE CRATERE,1,79,31555
LE METRO EX CINEMA ALBAN MIN,1,400,31555
GAUMONT WILSON 14,13,3226,31555
LES 3 AS SALLE 1,5,682,62826
STUDIOS DU FRESNOY 1,2,299,59599
LES ECRANS 1,5,638,59599
AUDITORIUM EXQUINOXE,1,210,38509
ESPACE SAINT MICHEL,1,300,31028
UTOPIA 1,4,462,31557
FOYER,1,268,36224
CINE THEATRE 1,2,287,7324
PALETTE,1,219,71543
STUDIO URSULINES 1,7,1091,37261
MEGA CGR 2 LIONS 1,12,2408,37261
MEGA CGR CENTRE 1,8,1898,37261
AGNES VARDA 1,2,266,85294
SALLE JEAN RENOIR,1,218,78621
CINELAND 1,9,1604,22360
LE CRISTAL,1,259,17452
JACQUES TATI 1,3,569,93073
JOACASINO,1,364,76711
LE CASINO,1,240,13110
L'ETOILE,1,228,86273
CINE CITY 1,10,2126,10387
PALACE 1,5,647,19272
PARADISO,1,106,38517
ATLANTIC,1,160,44211
CHANTECLER,2,615,73303
STUDIO  DES CHAMPS LASNIERS,1,227,91692
UGC LES ULIS 1,4,600,91692
LE QUARTO (EX SALLE VACHON),1,386,42316
LE LUMIERE,1,200,31561
LE CARNOT 1,2,491,19275
CINEMA DE PRA LOUP,1,203,4226
CINEMA LOUIS JOUVET,1,187,19276
CAPITOLE 1,3,510,30334
L'ENTR'ACTES,1,183,88486
LES VARIETES,1,311,77479
FLORIAN 1,2,217,84137
SOPHIA ANTIPOLIS,1,230,6152
LES VISITEURS DU SOIR,1,230,6152
CINE PAX,1,241,25578
LES ARCADES 1,2,242,27701
VAL 1,2,518,73304
APOLLO,1,148,82186
NAVIRE 1,5,764,26362
LUX 1,2,424,26362
PATHE 1,12,2343,26362
GAUMONT 1,15,3710,59606
SLE H VERNEUIL,1,133,83144
LE CEP,1,282,44212
LES GENTIANES,1,338,73306
LES GENTIANES,1,334,73306
SALLE POLYVALENTE,1,112,73307
CINEMA VALMEINIER 1800 - SALLE 1,2,274,73307
TRIANON,1,340,50615
PALAIS DE LA MER,1,204,34324
REX,2,807,84138
CINE CASINO 1,2,218,7331
GARENNE 1,5,813,56260
CINEVILLE PARC LANN 1,7,1660,56260
CENTRE DE LA CULTURE,1,311,7334
LE VANVES,1,192,92075
CINEMA CONFLUENCES 1,6,1160,77482
LE MELEZE 1,2,188,5177
LE NORMANDY 1,2,307,92076
LE SCHUSS,1,160,38529
LES AMPHIS,1,177,69256
PATHE CARRE DE SOIE 1,15,3669,69256
L'ANTARES 3,2,217,95637
LA GRANGE,1,285,77487
FOYER RURAL,1,200,46330
UGC VELIZY 6,7,962,78640
CASINO 1,2,281,6157
CINE VENDOME 1,5,900,41269
CINEMA GERARD PHILIPE 1,3,473,69259
LE SLALOM 1,2,280,38534
MJC DE VERDUN SUR GARONNE,1,98,82190
MAJESTIC 1,4,517,55545
CINEMA THEATRE TRIANON,1,172,27679
ESPACE MAURICE BEJART,1,312,78642
THEATRE 1,4,836,27681
CENTRE CULTUREL,1,250,7129
LE COLOMBIER,1,378,91645
CYRANO A,8,1562,78646
ROXANE 4,4,767,78646
CINE VAILLANT,1,195,44215
PICCOLI PICCOLO,1,149,2789
CINEMA JEAN MARAIS,1,199,78650
CLUB 6 (EX SALLE FRANCOIS VI,1,370,70550
LE REX ANAIS AUBERT,1,97,76735
LES VARIETES,1,159,5179
CINEVIC,1,110,65460
ETIENNE CHATILIEZ,1,230,32462
U SAMPIERU,1,300,2A348     
AMPHI 1,8,1437,38544
ALBRET,1,436,40328
LE PALACE,1,371,30350
CINE'FIL,1,204,49373
ESPACE ARAGON SALLE N° 1,2,528,38547
REX I,2,419,38548
LA TRACE,1,94,74301
ARIANE,1,204,73318
FAMILIAL,1,163,1443
SALLE PIERRE MARTIN,1,609,94077
LE REX,1,240,50639
FELLINI 01,4,600,38553
LA CITADELLE PLEIN AIR.,1,0,6159
CINE BOR,1,162,31582
VOX 1,2,305,12300
EDEN 1,3,578,69264
REX 2,3,573,69264
LES 400 COUPS SALLE 1,3,383,69264
CINEMA D'ART ROMAIN ROLLAND,1,616,94076
MEGA CGR 1,15,3271,33550
LE KINO CINE (EX-KINO),1,316,59009
LE MELIES,1,167,59009
UGC CINE CITE 1,12,2835,59009
ANDRE MALRAUX,1,212,92078
ESPACE CULTUREL,1,448,94077
SUD-EST THEATRE,1,340,94078
CYRANO 1,3,652,47323
CLUB 80 1,2,217,2810
CINEMA DE CASINO,1,229,14754
RIO,1,127,54580
THEATRE BONNETERRE,1,350,69266
ZOLA,1,240,69266
LE CASINO,1,220,94079
CINEMA SORANO,1,204,94080
VINCENNES 1,4,481,94080
LE MOULIN DE SAINT ANDRE,1,113,83150
CINEMA FOYER,1,206,42334
LE BASSELIN 1,2,835,14762
CALYPSO A,3,668,91687
SALLE DES FETES,1,130,84150
AURORE CINEMA,3,500,35360
LES LUMIERES 1,3,399,13117
PIERRE BRASSEUR 1,3,465,51649
ROBESPIERRE 1,3,509,94081
ALHAMBRA,1,313,88516
JEU DE PAUME,2,420,38562
PASSRL LES ECRANS 1,3,389,38563
PASS R L 1,6,1076,38563
ART ET PLAISIRS,1,300,38565
SALLE DU COLLEGE,1,120,86298
LES TOURELLES 1,2,378,8490
SALLE DES FETES,1,0,2827
SALLE POLYVALENTE,1,150,44219
SALLE GERARD PHILIPE,1,502,59646
M.J.C.,1,0,67538
GERARD PHILIPE,1,240,68376
SALLE MICHEL BONNET,1,100,57751
CINEVOX,1,182,15265
CINEMA PARADISO,1,214,91691
CINEMA GRENETTE 1,2,252,43268
DRAKKAR 1,4,712,76758
A RUSCANA,1,250,2A362     
MEGARAMA 1,18,3728,92078
PATHE ATLANTIS 1,14,2985,44162
MEGA CGR 1,15,3297,69027
LOUIS NODON,1,200,7338
LE PALMYR,1,200,17225
CENTRE CULTUREL,1,298,2A247
TICKY HOLGADO,1,201,31066
ESPACE LUMIERE,1,258,42011
LE QUAI DES ARTS,1,145,42318
CINEVAL,1,196,69255
CINEVILLE 1,9,2014,85191
LE CONCORDE 1,2,294,85191
MELIES 1,3,524,38185
CINE LIBERTE 1,9,1605,83137
MEGA CGR 1,12,1991,34336
MAJESTIC PALACE 1,9,1741,13056
UGC CINE CITE 10,12,2858,94028
ETOILE PALACE 1,7,1012,3310
UGC CINE CITE SQY OUEST 1,16,3612,78423
MEGARAMA 1,10,1880,25031
CINE FESTIVAL 1,3,595,1004
MAJESTIC - ESPACE DES LUMIER,10,1961,70550
MEGA CGR CENTRE 1,7,1096,64102
CINE LUMIERE 1,7,1191,18279
OCINE 1,9,1744,59392
CAP CINEMA 1,10,1958,82121
LES TOILES DU LAC 1,8,1480,73008
MEGA CGR 1,12,2458,68066
CINEVILLE 1,9,1792,44190
UGC CINE CITE CONFLUENCE 10,14,3464,69123
AMPHI 1,9,1938,1053
CAPITOLE STUDIO 1,11,2237,84092
CINEMAS LIDO 1,7,1318,83118
PATHE CHAMBERY LES HALLES 1,10,1611,73065
CINEVILLE 1,10,1987,29232
